Name,Colour,DiffPath,GlossPath,TransPath,AlphaPath,BumpPath
BVN_Concrete_Hebel_600x200,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_hebel_600x200_2400_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_hebel_600x200_2400_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_hebel_600x200_2400_b.jpg
BVN_Concrete_Off Form,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_off_form_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_off_form_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_off_form_2000_b.jpg
BVN_Concrete_Polished_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_2000_b.jpg
BVN_Concrete_Polished_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_02_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_02_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished_02_2000_b.jpg
BVN_Concrete_Polished_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-03_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-03_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-03_2000_b.jpg
BVN_Concrete_Polished_04,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-04_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-04_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_polished-04_2000_b.jpg
BVN_Concrete_Rough_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough_2000_b.jpg
BVN_Concrete_Rough_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-02_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-02_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-02_2000_b.jpg
BVN_Concrete_Rough_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-03_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-03_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-03_2000_b.jpg
BVN_Concrete_Rough_04,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-04_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-04_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-04_2000_b.jpg
BVN_Concrete_Rough_05,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-05_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-05_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-05_2000_b.jpg
BVN_Concrete_Rough_06,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-06_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-06_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-06_2000_b.jpg
BVN_Concrete_Rough_07,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-07_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-07_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_rough-07_2000_b.jpg
BVN_Concrete_Terrazzo,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_2000_b.jpg
BVN_Concrete_Terrazzo_Floor,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_floor_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_floor_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_floor_2000_b.jpg
BVN_Concrete_Terrazzo_SL09,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL09_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL09_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL09_1000_b.jpg
BVN_Concrete_Terrazzo_SL25,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL25_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL25_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL25_1000_b.jpg
BVN_Concrete_Terrazzo_SL26,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL26_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL26_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_terrazzo_SL26_1000_b.jpg
BVN_Concrete_Venetian_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian_2000_b.jpg
BVN_Concrete_Venetian_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian-02_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian-02_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Concrete\concrete_venetian-02_2000_b.jpg
BVN_Fabric_Felt,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_felt_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_felt_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_felt_500_b.jpg
BVN_Fabric_Generic_Blue,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic-02_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic-02_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic-02_500_b.jpg
BVN_Fabric_Generic_Orange,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_generic_500_b.jpg
BVN_Fabric_Kvadrat_116,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-116_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-116_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-116_500_b.jpg
BVN_Fabric_Kvadrat_133,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-133_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-133_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Fabric\fabric_Kvadrat-133_500_b.jpg
BVN_Fabric_Leather_Brown Dark_Rough,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rugged-02_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rugged-02_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rugged-02_500_b.jpg
BVN_Fabric_Leather_Brown Light_Rough,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rough_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rough_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_rough_500_b.jpg
BVN_Fabric_Leather_Brown_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown_500_b.jpg
BVN_Fabric_Leather_Brown_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-02_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-02_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-02_500_b.jpg
BVN_Fabric_Leather_Brown_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-03_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-03_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Leather\leather_brown-03_500_b.jpg
BVN_Fabric_Vinyl Upholstery_White,255/255/255,,,,,
BVN_Grass,73/83/39,,,,,
BVN_Green Wall,255/255/255,\\bvn\data\MaterialsLibrary\Vegetation\IvySolid.jpg,,,,\\bvn\data\MaterialsLibrary\Vegetation\IvySolid.jpg
BVN_Green Wall Trellis,255/255/255,\\bvn\data\MaterialsLibrary\Vegetation\DiamondTrellis_Heavy.jpg,,,F:\InfoTech\Maps&Materials\Vegetation\IvyTrellis_Alpha.jpg,\\bvn\data\MaterialsLibrary\Vegetation\DiamondTrellis_Heavy_Bump.jpg
BVN_Ground_Asphalt_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt_1000_b.jpg
BVN_Ground_Asphalt_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-02_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-02_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-02_1000_b.jpg
BVN_Ground_Asphalt_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-03_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-03_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-03_1000_b.jpg
BVN_Ground_Asphalt_04,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-04_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-04_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_asphalt-04_1000_b.jpg
BVN_Ground_Bluestone_Paving_300x600,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_paving-bluestone_300x600_2400_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_paving-bluestone_300x600_2400_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_paving-bluestone_300x600_2400_b.jpg
BVN_Ground_Dusty Rocks,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_dusty-rocks_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_dusty-rocks_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_dusty-rocks_2000_b.jpg
BVN_Ground_Gravel,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_gravel-02_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_gravel-02_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_gravel-02_1000_b.jpg
BVN_Ground_Slate Rocks,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_slate-rocks_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_slate-rocks_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Ground\ground_slate-rocks_2000_b.jpg
BVN_Metal Sheeting_CustomOrb_Accent21_Vertical_76mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrbAccent21_760mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrbAccent21_760mm.jpg
BVN_Metal Sheeting_CustomOrb_Accent35_Vertical_76mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrbAccent35_760mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrbAccent35_760mm.jpg
BVN_Metal Sheeting_CustomOrb_Vertical_76mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrb_760mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_CustomOrb_760mm.jpg
BVN_Metal Sheeting_Flatdek_Vertical_250mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Flatdek_500mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Flatdek_500mm.jpg
BVN_Metal Sheeting_KlipLok406_Vertical_203mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok406_406mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok406_406mm.jpg
BVN_Metal Sheeting_KlipLok700Classic_Vertical_235mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok700Classic_702mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok700Classic_702mm.jpg
BVN_Metal Sheeting_KlipLok700Hi_Vertical_234mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok700Hi_700mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_KlipLok700Hi_700mm.jpg
BVN_Metal Sheeting_Longline305_Vertical_305mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Longline305_610mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Longline305_610mm.jpg
BVN_Metal Sheeting_MiniOrb_Vertical_24mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_MiniOrb_480mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_MiniOrb_480mm.jpg
BVN_Metal Sheeting_MultiClad_Vertical_210mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_MultiClad_420mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_MultiClad_420mm.jpg
BVN_Metal Sheeting_PanelRib_Vertical_50mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_PanelRib_500mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_PanelRib_500mm.jpg
BVN_Metal Sheeting_Spandek_Vertical_88mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Spandek_704mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Spandek_704mm.jpg
BVN_Metal Sheeting_Trimdek_Vertical_191mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Trimdek_764mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_Trimdek_764mm.jpg
BVN_Metal Sheeting_Weatherline_Horizontal_265mm,168/165/156,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_WeatherLine_530mm.jpg,,,,\\bvn\data\MaterialsLibrary\Metal\_Profiles\Metal_Profiles_WeatherLine_530mm.jpg
BVN_Metal_Aluminium_Brushed,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_aluminium-brushed_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_aluminium-brushed_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_aluminium-brushed_2000_b.jpg
BVN_Metal_Aluminium_Polished,,,,,,
BVN_Metal_Aluminium_Satin,,,,,,
BVN_Metal_Aluminum_Anodized,,,,,,
BVN_Metal_Brass,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_brass_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_brass_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_brass_2000_b.jpg
BVN_Metal_Brass_Polished,,,,,,
BVN_Metal_Bronze_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze_2000_b.jpg
BVN_Metal_Bronze_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze-02_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze-02_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_bronze-02_2000_b.jpg
BVN_Metal_Bronze_Polished,,,,,,
BVN_Metal_Coated_Charcoal,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-charcoal_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-charcoal_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-charcoal_2000_b.jpg
BVN_Metal_Coated_Red,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-red_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-red_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_coated-red_2000_b.jpg
BVN_Metal_Copper,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_copper_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_copper_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_copper_2000_b.jpg
BVN_Metal_Corten,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_corten_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_corten_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_corten_2000_b.jpg
BVN_Metal_Diamond Plate_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate_1000_b.jpg
BVN_Metal_Diamond Plate_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-02_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-02_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-02_1000_b.jpg
BVN_Metal_Diamond Plate_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-03_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-03_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_diamond-plate-03_1000_b.jpg
BVN_Metal_Galvanized,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_galvanized_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_galvanized_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_galvanized_2000_b.jpg
BVN_Metal_MEP_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-02_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-02_500_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-02_500_b.jpg
BVN_Metal_MEP_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-03_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-03_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mep-03_2000_b.jpg
BVN_Metal_Mesh Oblong,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mesh-oblong_500_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mesh-oblong_500_g.jpg,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mesh-oblong_500_o.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_mesh-oblong_500_b.jpg
BVN_Metal_Perforated Balustrade_Blue,174/255/255,,,,\\bvn\data\MaterialsLibrary\Cutouts\mesh_circular_alt_cutout.png,
BVN_Metal_Perforated Balustrade_Grey,192/192/192,,,,\\bvn\data\MaterialsLibrary\Cutouts\mesh_circular_alt_cutout.png,
BVN_Metal_Perforated Lining,,,,,,
BVN_Metal_Rusted Painted,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_rusted-painted_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_rusted-painted_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_rusted-painted_2000_b.jpg
BVN_Metal_Stainless Steel_Brushed,255/255/255,\\bvn\data\MaterialsLibrary\Metal\metal_steel-stainless-brushed_1000_s\metal_steel-stainless-brushed_1000_s_basecolor.jpg,\\bvn\data\MaterialsLibrary\Metal\metal_steel-stainless-brushed_1000_s\metal_steel-stainless-brushed_1000_s_glossiness.jpg,,,\\bvn\data\MaterialsLibrary\Metal\metal_steel-stainless-brushed_1000_s\metal_steel-stainless-brushed_1000_s_bump.jpg
BVN_Metal_Steel_01,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel_2000_b.jpg
BVN_Metal_Steel_02,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-02_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-02_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-02_2000_b.jpg
BVN_Metal_Steel_03,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-03_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-03_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-03_2000_b.jpg
BVN_Metal_Steel_04,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-04_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-04_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-04_2000_b.jpg
BVN_Metal_Steel_05,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-05_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-05_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-05_2000_b.jpg
BVN_Metal_Steel_06,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-06_2000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-06_2000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Metal\metal_steel-06_2000_b.jpg
BVN_Paint_Interior Chalkboard Paint_Black,,,,,,
BVN_Panel_Acoustic,80/80/80,\\bvn\data\MaterialsLibrary\Misc\panel_acustic_1x1m_01\panel_acoustic_1x1m_01_sbs_Base Color.jpg,\\bvn\data\MaterialsLibrary\Misc\panel_acustic_1x1m_01\panel_acoustic_1x1m_01_sbs_Glossiness.jpg,,,\\bvn\data\MaterialsLibrary\Misc\panel_acustic_1x1m_01\panel_acoustic_1x1m_01_sbs_Bump.jpg
BVN_Plastic_Corian_Vanilla,226/216/192,,,,,
BVN_Plastic_Corian_White,255/255/255,,,,,
BVN_Plastic_Laminate Matte Grey,202/202/202,,,,,
BVN_Porcelain_Beige,,,,,,
BVN_PVC_Piping_White,,,,,,
BVN_Rubber_Floor_Grey,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-grey_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-grey_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-grey_1000_b.jpg
BVN_Rubber_Floor_Grey Dark,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-dark-grey_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-dark-grey_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_floor-dark-grey_1000_b.jpg
BVN_Rubber_Floor_Softground,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_softground_1000_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_softground_1000_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Rubber\rubber_softground_1000_b.jpg
BVN_SiD Risk High,222/50/54,,,,,
BVN_SiD Risk Low,30/130/96,,,,,
BVN_SiD Risk Medium,240/209/0,,,,,
BVN_SiD Risk Symbol,0/0/0,,,,,
BVN_SiD Risk Unassigned,0/94/151,,,,,
BVN_Stone_Granite_Beige Light_Tiles 900x1800,80/80/80,\\bvn\data\MaterialsLibrary\Substance\Stone\stone_granite-beige-light_900x1800_3600_d.jpg,\\bvn\data\MaterialsLibrary\Substance\Stone\stone_granite-beige-light_900x1800_3600_g.jpg,,,\\bvn\data\MaterialsLibrary\Substance\Stone\stone_granite-beige-light_900x1800_3600_b.jpg
